latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-3.1038,105.2353,320.9,1.4,1.2,2023-09-22,1447,Terra,MODIS,100,61.03,292.9,28.4,N,0
-3.1056,105.2422,312.9,1.4,1.2,2023-09-22,1447,Terra,MODIS,86,61.03,292.8,16.9,N,0
-3.1073,105.2301,310.2,1.4,1.2,2023-09-22,1447,Terra,MODIS,79,61.03,292.9,13.8,N,0
-2.6415,106.6132,309.7,1.1,1.1,2023-09-22,1448,Terra,MODIS,78,61.03,294,8.8,N,0
-2.6429,106.6032,305.7,1.1,1.1,2023-09-22,1448,Terra,MODIS,65,61.03,293.6,5.7,N,0
-2.4314,105.3842,303,1.3,1.1,2023-09-22,1448,Terra,MODIS,53,61.03,292.1,5.4,N,0
-3.1042,105.2368,338.3,1.2,1.1,2023-09-23,0309,Terra,MODIS,90,61.03,297.8,45.6,D,0
-3.1058,105.2476,324.7,1.2,1.1,2023-09-23,0309,Terra,MODIS,81,61.03,295.8,21.7,D,0
-3.1015,105.2521,301.6,2.4,1.5,2023-09-23,1528,Terra,MODIS,43,61.03,291.1,12.7,N,0
-3.1046,105.2313,309.7,2.3,1.5,2023-09-23,1528,Terra,MODIS,78,61.03,289.3,30.6,N,0
-3.1069,105.2443,301.3,2.3,1.5,2023-09-23,1825,Aqua,MODIS,34,61.03,288.5,19.2,N,0
-2.099,105.8171,330.4,1.1,1,2023-09-24,0644,Aqua,MODIS,79,61.03,289.4,26.6,D,0
-2.1097,105.8087,348.7,1.1,1,2023-09-24,0644,Aqua,MODIS,95,61.03,292.1,60.7,D,0
-2.1083,105.8184,358.6,1.1,1,2023-09-24,0644,Aqua,MODIS,99,61.03,298.1,86.2,D,0
-2.1041,106.0438,312.5,1.1,1,2023-09-24,0644,Aqua,MODIS,30,61.03,294.2,4.4,D,0
-2.1596,105.9007,322.9,1.1,1,2023-09-24,0644,Aqua,MODIS,76,61.03,296.1,13.4,D,0
-2.4551,106.2791,327.7,1.1,1,2023-09-24,0644,Aqua,MODIS,80,61.03,299.1,18.1,D,0
-2.6867,105.9439,331.5,1.1,1,2023-09-24,0644,Aqua,MODIS,83,61.03,302.2,24.4,D,0
-2.6853,105.9536,322,1.1,1,2023-09-24,0644,Aqua,MODIS,74,61.03,302.4,12,D,0
-2.6688,106.0697,320.4,1.1,1,2023-09-24,0644,Aqua,MODIS,71,61.03,300.9,10.3,D,0
-2.9194,106.3867,318.2,1.1,1,2023-09-24,0644,Aqua,MODIS,69,61.03,301.6,7,D,0
-2.918,106.3961,323.5,1.1,1,2023-09-24,0644,Aqua,MODIS,76,61.03,302.1,12.9,D,0
-2.9007,106.5178,318.8,1.1,1,2023-09-24,0644,Aqua,MODIS,58,61.03,300.3,9.3,D,0
-2.8994,106.5271,320.1,1,1,2023-09-24,0644,Aqua,MODIS,72,61.03,299.7,10.9,D,0
-2.2694,106.1915,317.1,1,1,2023-09-25,0253,Terra,MODIS,51,61.03,299.4,6.6,D,0
-2.1031,105.8165,322.2,1,1,2023-09-25,0253,Terra,MODIS,74,61.03,301.3,12.2,D,0
-2.6642,106.442,315.8,1,1,2023-09-25,0253,Terra,MODIS,48,61.03,295.9,5.3,D,0
-2.8977,105.2588,318.1,1.1,1,2023-09-25,0253,Terra,MODIS,47,61.03,296.3,8.6,D,0
-2.8991,105.2681,335.5,1.1,1,2023-09-25,0253,Terra,MODIS,86,61.03,298.7,30.5,D,0
-2.9068,105.2575,318.3,1.1,1,2023-09-25,0253,Terra,MODIS,35,61.03,296.2,8,D,0
-2.9081,105.2668,326.1,1.1,1,2023-09-25,0253,Terra,MODIS,78,61.03,296.2,16.8,D,0
-2.9094,105.2473,331.9,2.9,1.6,2023-09-25,0726,Aqua,MODIS,82,61.03,296.3,108.7,D,0
-2.9252,105.1448,319.9,2.9,1.6,2023-09-25,0726,Aqua,MODIS,69,61.03,293.8,54.7,D,0
-2.8949,105.245,340,2.9,1.6,2023-09-25,0726,Aqua,MODIS,89,61.03,295.8,168.1,D,0
-2.4213,105.9238,303.7,1.3,1.1,2023-09-25,1512,Terra,MODIS,53,61.03,293.5,5.9,N,0
-2.4196,105.9355,333.9,1.3,1.1,2023-09-25,1512,Terra,MODIS,100,61.03,294.1,49.7,N,0
-3.1065,105.2064,320.9,1.2,1.1,2023-09-25,1512,Terra,MODIS,100,61.03,294,22.4,N,0
-3.105,105.2168,320.2,1.2,1.1,2023-09-25,1512,Terra,MODIS,100,61.03,294.7,21.5,N,0
-3.1035,105.2272,311.1,1.2,1.1,2023-09-25,1512,Terra,MODIS,82,61.03,293.8,11.6,N,0
-3.102,105.2377,313,1.2,1.1,2023-09-25,1512,Terra,MODIS,86,61.03,293.7,13.6,N,0
-3.1146,105.2182,303.4,1.2,1.1,2023-09-25,1512,Terra,MODIS,55,61.03,293.3,5.6,N,0
-3.113,105.2323,318.5,2.2,1.4,2023-09-26,0629,Aqua,MODIS,58,61.03,292.2,32.9,D,0
-2.8484,106.5189,321,1.7,1.3,2023-09-26,0629,Aqua,MODIS,46,61.03,300.5,20.5,D,0
-2.7655,106.523,321.7,1.7,1.3,2023-09-26,0629,Aqua,MODIS,72,61.03,298.4,23.8,D,0
-2.8114,106.189,317,1.9,1.3,2023-09-26,0629,Aqua,MODIS,59,61.03,297.7,14,D,0
-2.8137,106.1725,316.2,1.9,1.3,2023-09-26,0629,Aqua,MODIS,43,61.03,297.9,13,D,0
-2.7668,106.5337,321,1.7,1.3,2023-09-26,0629,Aqua,MODIS,74,61.03,297.7,24.9,D,0
-2.5614,105.4359,322.5,2.1,1.4,2023-09-26,0629,Aqua,MODIS,77,61.03,295,39.3,D,0
-2.8057,106.1831,320.7,1.9,1.3,2023-09-26,0629,Aqua,MODIS,74,61.03,297.8,24,D,0
-2.893,105.3086,333.9,2.2,1.4,2023-09-26,0629,Aqua,MODIS,86,61.03,296.2,84,D,0
-2.915,105.1522,312.3,2.2,1.5,2023-09-26,0629,Aqua,MODIS,59,61.03,294.2,16.8,D,0
-2.69,106.6621,323.9,1.7,1.3,2023-09-26,0629,Aqua,MODIS,0,61.03,298.7,27.2,D,0
-2.8911,105.2292,337,2.2,1.4,2023-09-26,0629,Aqua,MODIS,88,61.03,292.1,99,D,0
-2.8755,105.2469,328.2,2.2,1.4,2023-09-26,0629,Aqua,MODIS,79,61.03,288.6,62.7,D,0
-2.8731,105.2594,312.9,2.2,1.4,2023-09-26,0629,Aqua,MODIS,33,61.03,288.1,19.3,D,0
-2.8759,105.24,327.3,2.2,1.4,2023-09-26,0629,Aqua,MODIS,81,61.03,288.6,62.9,D,0
-2.0993,105.4471,319.2,2.1,1.4,2023-09-26,0630,Aqua,MODIS,0,61.03,298.3,29.2,D,0
-2.1016,105.4542,318.5,2.1,1.4,2023-09-26,0630,Aqua,MODIS,0,61.03,298.2,26.3,D,0
-2.1032,105.7963,329.8,1.9,1.4,2023-09-26,0630,Aqua,MODIS,83,61.03,289.6,60.8,D,0
-2.1008,105.8133,335.5,1.9,1.4,2023-09-26,0630,Aqua,MODIS,87,61.03,285.6,80.8,D,0
-2.4261,106.2698,328.6,1.8,1.3,2023-09-26,0630,Aqua,MODIS,81,61.03,292.8,46.2,D,0
-2.5607,105.4306,320.3,2.1,1.4,2023-09-26,0630,Aqua,MODIS,69,61.03,294.5,30.7,D,0
-2.4351,106.2599,321.3,1.8,1.3,2023-09-26,0630,Aqua,MODIS,54,61.03,293.5,31.1,D,0
-2.4329,106.2759,325.1,1.8,1.3,2023-09-26,0630,Aqua,MODIS,57,61.03,291.9,40.2,D,0
-3.1006,105.214,316.9,1,1,2023-09-26,1852,Aqua,MODIS,94,61.03,295.7,14.6,N,0
-3.1045,105.2405,305.1,1,1,2023-09-26,1852,Aqua,MODIS,63,61.03,292.9,5.9,N,0
-3.1032,105.2317,306.2,1,1,2023-09-26,1852,Aqua,MODIS,67,61.03,293.9,6.8,N,0
-3.1019,105.2228,306.3,1,1,2023-09-26,1852,Aqua,MODIS,68,61.03,294.3,6.6,N,0
-2.894,105.3105,304.4,1,1,2023-09-26,1852,Aqua,MODIS,49,61.03,293.4,5.5,N,0
-2.7786,105.6843,317.6,1.8,1.3,2023-09-27,0236,Terra,MODIS,27,61.03,303.1,18.8,D,0
-2.8989,105.3159,316.9,1.9,1.3,2023-09-27,0236,Terra,MODIS,65,61.03,299.6,18.1,D,0
-3.1106,105.2142,317.3,1.9,1.3,2023-09-27,0236,Terra,MODIS,37,61.03,300.2,16.7,D,0
-3.1157,105.2476,317.2,1.9,1.3,2023-09-27,0236,Terra,MODIS,31,61.03,300.4,16.1,D,0
-3.1134,105.323,350.1,1.5,1.2,2023-09-27,0711,Aqua,MODIS,89,61.03,297,96.2,D,0
-3.1124,105.2358,331.5,1.5,1.2,2023-09-27,0711,Aqua,MODIS,74,61.03,300.3,36.4,D,0
-3.1143,105.2227,339.4,1.5,1.2,2023-09-27,0711,Aqua,MODIS,81,61.03,302,55.5,D,0
-3.1036,105.2211,350.8,1.5,1.2,2023-09-27,0711,Aqua,MODIS,95,61.03,298.7,96,D,0
-3.0852,105.1249,364.4,1.5,1.2,2023-09-27,0711,Aqua,MODIS,100,61.03,299.6,155.9,D,0
-3.0871,105.112,365.5,1.5,1.2,2023-09-27,0711,Aqua,MODIS,100,61.03,298.6,158.9,D,0
-2.9245,105.263,325.6,1.5,1.2,2023-09-27,0711,Aqua,MODIS,34,61.03,304.3,21.1,D,0
-2.9265,105.2497,326.7,1.5,1.2,2023-09-27,0711,Aqua,MODIS,26,61.03,306.2,24.9,D,0
-2.9304,105.2232,333.4,1.5,1.2,2023-09-27,0711,Aqua,MODIS,84,61.03,304.1,44.2,D,0
-2.9098,105.2881,332,1.5,1.2,2023-09-27,0711,Aqua,MODIS,79,61.03,302.5,32.4,D,0
-2.9216,105.2083,328,1.5,1.2,2023-09-27,0711,Aqua,MODIS,71,61.03,301.5,29.5,D,0
-2.899,105.2865,327.8,1.5,1.2,2023-09-27,0711,Aqua,MODIS,49,61.03,305,23.2,D,0
-2.9167,105.1672,320,1.5,1.2,2023-09-27,0711,Aqua,MODIS,23,61.03,300.9,14.8,D,0
-2.9206,105.141,338.9,1.5,1.2,2023-09-27,0711,Aqua,MODIS,88,61.03,303.3,56.7,D,0
-2.8862,105.2983,334.6,1.5,1.2,2023-09-27,0711,Aqua,MODIS,78,61.03,306.4,43,D,0
-2.8882,105.2849,336.5,1.5,1.2,2023-09-27,0711,Aqua,MODIS,81,61.03,304.9,45.9,D,0
-2.8902,105.2715,333.6,1.5,1.2,2023-09-27,0711,Aqua,MODIS,65,61.03,302.1,36,D,0
-2.8874,105.2167,334,1.5,1.2,2023-09-27,0711,Aqua,MODIS,75,61.03,303.6,42.4,D,0
-2.8767,105.2151,326,1.5,1.2,2023-09-27,0711,Aqua,MODIS,46,61.03,301,25.5,D,0
-2.8787,105.2019,328.9,1.5,1.2,2023-09-27,0711,Aqua,MODIS,79,61.03,299.9,34.1,D,0
-2.8619,105.24,343.9,1.5,1.2,2023-09-27,0711,Aqua,MODIS,91,61.03,301,73.6,D,0
-2.8563,105.2459,336.7,1.5,1.2,2023-09-27,0711,Aqua,MODIS,86,61.03,301.2,53.5,D,0
-2.8583,105.2326,323.6,1.5,1.2,2023-09-27,0711,Aqua,MODIS,55,61.03,300,23.1,D,0
-2.4387,106.2773,330.8,1.8,1.3,2023-09-27,0711,Aqua,MODIS,80,61.03,304.5,39.7,D,0
-2.4411,106.2612,325.4,1.8,1.3,2023-09-27,0711,Aqua,MODIS,69,61.03,303.1,23.4,D,0
-2.4176,106.2576,327.4,1.8,1.3,2023-09-27,0711,Aqua,MODIS,76,61.03,303,30.4,D,0
-2.4236,106.2528,328.1,1.8,1.3,2023-09-27,0711,Aqua,MODIS,77,61.03,303.8,32.9,D,0
-2.0934,105.4542,318.9,1.6,1.2,2023-09-27,0711,Aqua,MODIS,50,61.03,300.7,16.3,D,0
-1.5712,105.4859,328.1,1.6,1.3,2023-09-27,0711,Aqua,MODIS,59,61.03,300.6,33.5,D,0
-2.4498,105.44,309.4,1,1,2023-09-27,1455,Terra,MODIS,76,61.03,294.6,8,N,0
-2.4176,106.262,307.5,1,1,2023-09-27,1455,Terra,MODIS,70,61.03,294.2,6.6,N,0
-2.4354,106.2645,324.7,1,1,2023-09-27,1455,Terra,MODIS,100,61.03,294.6,21.2,N,0
-2.5835,106.5868,307.9,1,1,2023-09-27,1455,Terra,MODIS,71,61.03,295.4,5.7,N,0
-2.5822,106.5957,308.7,1,1,2023-09-27,1455,Terra,MODIS,74,61.03,295.7,6.2,N,0
-2.727,106.294,308.3,1,1,2023-09-27,1455,Terra,MODIS,74,61.03,293.6,7.4,N,0
-2.9011,105.3057,307.3,1.1,1,2023-09-27,1455,Terra,MODIS,71,61.03,294.5,6.9,N,0
-2.8998,105.3151,307,1.1,1,2023-09-27,1455,Terra,MODIS,70,61.03,293.9,6.5,N,0
-2.9235,105.2123,311.1,1.1,1,2023-09-27,1455,Terra,MODIS,82,61.03,293.2,11,N,0
-2.9103,105.3069,311.5,1.1,1,2023-09-27,1455,Terra,MODIS,83,61.03,293.7,10,N,0
-3.0958,105.2293,310.8,1.1,1,2023-09-27,1455,Terra,MODIS,81,61.03,295.2,9.5,N,0
-3.0971,105.2198,350.3,1.1,1,2023-09-27,1455,Terra,MODIS,100,61.03,299.6,68.4,N,0
-3.0984,105.2103,318.1,1.1,1,2023-09-27,1455,Terra,MODIS,96,61.03,296.4,16.1,N,0
-2.8904,106.3683,315.3,1,1,2023-09-27,1455,Terra,MODIS,91,61.03,294.5,12.2,N,0
-3.1036,105.2402,317,1.1,1,2023-09-27,1455,Terra,MODIS,94,61.03,295.8,15.2,N,0
-3.1049,105.2306,328.9,1.1,1,2023-09-27,1455,Terra,MODIS,100,61.03,299.2,28.8,N,0
-3.1063,105.2211,338.9,1.1,1,2023-09-27,1455,Terra,MODIS,100,61.03,300.9,44.3,N,0
-3.1076,105.2116,328.6,1.1,1,2023-09-27,1455,Terra,MODIS,100,61.03,298.3,28.4,N,0
-2.4081,105.8742,337.5,1.8,1.3,2023-09-28,0317,Terra,MODIS,66,61.03,297.7,81.5,D,0
-2.0807,105.8402,321.3,1.8,1.3,2023-09-28,0317,Terra,MODIS,69,61.03,300.2,23.7,D,0
-2.0846,105.8454,317.9,1.8,1.3,2023-09-28,0317,Terra,MODIS,67,61.03,299.5,17.1,D,0
-2.9244,105.2199,323.3,1.7,1.3,2023-09-28,0317,Terra,MODIS,67,61.03,298.5,27,D,0
-2.9239,105.214,323.8,1.7,1.3,2023-09-28,0317,Terra,MODIS,76,61.03,298.1,30.1,D,0
-3.0994,105.3194,322.5,1.7,1.3,2023-09-28,0317,Terra,MODIS,74,61.03,296.9,29.8,D,0
-3.0959,105.2141,326.7,1.7,1.3,2023-09-28,0317,Terra,MODIS,69,61.03,299.5,33.1,D,0
-3.098,105.2288,325.2,1.7,1.3,2023-09-28,0317,Terra,MODIS,62,61.03,299.2,29.7,D,0
-3.1071,105.2126,326.7,1.7,1.3,2023-09-28,0317,Terra,MODIS,71,61.03,300.5,31.2,D,0
-3.1093,105.2273,325.2,1.7,1.3,2023-09-28,0317,Terra,MODIS,64,61.03,299.2,27.9,D,0
-3.0972,105.2231,327.2,1.7,1.3,2023-09-28,0317,Terra,MODIS,72,61.03,299.8,33.2,D,0
-3.1085,105.2215,330.1,1.7,1.3,2023-09-28,0317,Terra,MODIS,76,61.03,300.2,39.8,D,0
-2.8673,105.3026,315.6,1.7,1.3,2023-09-28,0317,Terra,MODIS,59,61.03,296.4,14,D,0
-2.9033,105.3128,321.9,1.7,1.3,2023-09-28,0317,Terra,MODIS,66,61.03,298.6,24.7,D,0
-2.9293,105.2479,319.5,4.4,1.9,2023-09-28,0615,Aqua,MODIS,40,61.03,293.3,79.9,D,0
-2.9211,105.2785,315.1,4.3,1.9,2023-09-28,0615,Aqua,MODIS,31,61.03,291.6,49.9,D,0
-2.932,105.2013,316.4,4.4,1.9,2023-09-28,0615,Aqua,MODIS,29,61.03,292.8,62.4,D,0
-2.4462,106.2579,316.1,3.6,1.8,2023-09-28,0615,Aqua,MODIS,47,61.03,294.2,33.7,D,0
-2.4521,106.2517,315.8,3.6,1.8,2023-09-28,0615,Aqua,MODIS,49,61.03,294.6,34.5,D,0
-2.0303,105.9724,313.5,3.7,1.8,2023-09-28,0615,Aqua,MODIS,58,61.03,295.8,30.1,D,0
-3.1004,105.2047,304.4,3.4,1.7,2023-09-28,1536,Terra,MODIS,60,61.03,286.8,35.4,N,0
-3.096,105.2343,301.1,3.4,1.7,2023-09-28,1536,Terra,MODIS,38,61.03,287.5,24.2,N,0
-2.438,106.2397,306,1.2,1.1,2023-09-28,1837,Aqua,MODIS,40,61.03,291.7,8.1,N,0
-3.0914,105.2187,309.8,1.4,1.2,2023-09-28,1837,Aqua,MODIS,74,61.03,271.7,17.1,N,0
-3.0933,105.2308,302.4,1.4,1.2,2023-09-28,1837,Aqua,MODIS,32,61.03,270,10.2,N,0
-3.0699,105.6241,317.9,1,1,2023-09-29,0656,Aqua,MODIS,45,61.03,298.5,7.6,D,0
-3.0712,105.6151,325,1,1,2023-09-29,0656,Aqua,MODIS,74,61.03,295.5,15.7,D,0
-3.1114,105.3371,319.3,1,1,2023-09-29,0656,Aqua,MODIS,21,61.03,300.5,8.3,D,0
-3.1076,105.3001,330.6,1,1,2023-09-29,0656,Aqua,MODIS,60,61.03,298.6,18.2,D,0
-3.1153,105.2466,338.9,1,1,2023-09-29,0656,Aqua,MODIS,77,61.03,302,28.9,D,0
-3.0961,105.3166,324.9,1,1,2023-09-29,0656,Aqua,MODIS,29,61.03,300,13.3,D,0
-3.0974,105.3077,341.8,1,1,2023-09-29,0656,Aqua,MODIS,90,61.03,301.8,36.9,D,0
-3.1103,105.2186,333.5,1,1,2023-09-29,0656,Aqua,MODIS,18,61.03,305.6,17.4,D,0
-2.9333,106.376,316,1.1,1,2023-09-29,0656,Aqua,MODIS,22,61.03,297,5.3,D,0
-3.1014,105.2173,350.7,1,1,2023-09-29,0656,Aqua,MODIS,95,61.03,307.2,50.1,D,0
-3.1078,105.1728,322.2,1,1,2023-09-29,0656,Aqua,MODIS,19,61.03,304,9.6,D,0
-3.0911,105.2249,329.8,1,1,2023-09-29,0656,Aqua,MODIS,65,61.03,296.2,17.3,D,0
-3.0924,105.216,346.6,1,1,2023-09-29,0656,Aqua,MODIS,93,61.03,301.8,44.2,D,0
-3.0938,105.1436,333.8,1,1,2023-09-29,0656,Aqua,MODIS,71,61.03,305.2,22,D,0
-2.9868,105.3131,334.3,1,1,2023-09-29,0656,Aqua,MODIS,84,61.03,301.6,25.7,D,0
-2.9881,105.3042,322.6,1,1,2023-09-29,0656,Aqua,MODIS,69,61.03,302.4,10.9,D,0
-2.8536,106.1665,321.1,1.1,1,2023-09-29,0656,Aqua,MODIS,65,61.03,300.4,8.4,D,0
-2.855,106.1572,320.1,1.1,1,2023-09-29,0656,Aqua,MODIS,55,61.03,300.4,7.2,D,0
-2.9869,105.2494,323.2,1,1,2023-09-29,0656,Aqua,MODIS,67,61.03,299.3,11.6,D,0
-2.9882,105.2405,347.6,1,1,2023-09-29,0656,Aqua,MODIS,93,61.03,302,48.7,D,0
-2.9806,105.2303,325.2,1,1,2023-09-29,0656,Aqua,MODIS,67,61.03,300.2,14.3,D,0
-2.9302,105.2528,330.3,1,1,2023-09-29,0656,Aqua,MODIS,59,61.03,299.6,17,D,0
-2.9366,105.2082,320.3,1,1,2023-09-29,0656,Aqua,MODIS,45,61.03,299.9,8.4,D,0
-2.9213,105.1878,328.1,1,1,2023-09-29,0656,Aqua,MODIS,76,61.03,299.7,16.9,D,0
-2.9034,105.2489,331.7,1,1,2023-09-29,0656,Aqua,MODIS,72,61.03,301.8,18.2,D,0
-2.9111,105.1954,322.4,1,1,2023-09-29,0656,Aqua,MODIS,67,61.03,300.4,11,D,0
-2.9124,105.1865,317.1,1,1,2023-09-29,0656,Aqua,MODIS,34,61.03,299.7,6.2,D,0
-2.8945,105.2476,331.1,1,1,2023-09-29,0656,Aqua,MODIS,65,61.03,303.2,19,D,0
-2.8855,105.2463,328.8,1,1,2023-09-29,0656,Aqua,MODIS,72,61.03,301.2,17.7,D,0
-2.7712,105.9681,317.8,1,1,2023-09-29,0656,Aqua,MODIS,19,61.03,299.8,7.6,D,0
-2.8844,105.1915,317.7,1,1,2023-09-29,0656,Aqua,MODIS,49,61.03,299.9,8.2,D,0
-2.6726,106.0801,332.8,1,1,2023-09-29,0656,Aqua,MODIS,83,61.03,299.5,24.1,D,0
-2.5955,106.1003,329.5,1.1,1,2023-09-29,0656,Aqua,MODIS,79,61.03,298.2,21.6,D,0
-3.0829,105.2206,307.6,2,1.4,2023-09-29,1438,Terra,MODIS,44,61.03,292.4,16.9,N,0
-2.8975,106.5658,305.2,1.6,1.2,2023-09-29,1438,Terra,MODIS,63,61.03,292.3,9.6,N,0
-3.0976,105.2045,309.3,2,1.4,2023-09-29,1438,Terra,MODIS,59,61.03,293.1,19.9,N,0
-3.0951,105.2223,326.4,2,1.4,2023-09-29,1438,Terra,MODIS,100,61.03,295.1,63.5,N,0
-2.6794,106.3158,307.3,1.6,1.3,2023-09-29,1438,Terra,MODIS,71,61.03,291.3,13.3,N,0
-3.0811,105.2157,308.5,2.5,1.5,2023-09-29,1919,Aqua,MODIS,40,61.03,287.2,33.8,N,0
-3.0842,105.2374,308.2,2.5,1.5,2023-09-29,1919,Aqua,MODIS,59,61.03,284.5,34.1,N,0
-2.14,106.0108,321.3,1,1,2023-09-30,0300,Terra,MODIS,71,61.03,298.5,11.1,D,0
-2.3072,105.9563,315.9,1,1,2023-09-30,0300,Terra,MODIS,51,61.03,296.4,7.2,D,0
-2.7806,105.535,316.4,1,1,2023-09-30,0300,Terra,MODIS,24,61.03,296.2,8.3,D,0
-2.9345,105.704,314.4,1,1,2023-09-30,0300,Terra,MODIS,36,61.03,291.7,8.7,D,0
-2.9358,105.7131,309.8,1,1,2023-09-30,0300,Terra,MODIS,26,61.03,288.6,5.5,D,0
-3.0856,105.2209,357.1,1,1,2023-09-30,0300,Terra,MODIS,98,61.03,288.7,73.2,D,0
-3.0945,105.2197,336,1,1,2023-09-30,0300,Terra,MODIS,87,61.03,286.5,31.3,D,0
-3.1034,105.2184,319.6,1,1,2023-09-30,0300,Terra,MODIS,35,61.03,282.1,12.2,D,0
-3.1009,105.2202,314.4,1.6,1.2,2023-09-30,1519,Terra,MODIS,89,61.03,294.5,22.9,N,0
-3.0879,105.2325,326.4,1.6,1.2,2023-09-30,1519,Terra,MODIS,100,61.03,293.9,45.1,N,0
-3.0899,105.2186,358.6,1.6,1.2,2023-09-30,1519,Terra,MODIS,100,61.03,299.2,158.9,N,0
-3.0769,105.2309,326.6,1.6,1.2,2023-09-30,1519,Terra,MODIS,100,61.03,293,45.7,N,0
-3.0789,105.2169,358.5,1.6,1.2,2023-09-30,1519,Terra,MODIS,100,61.03,295.7,158.8,N,0
-3.0706,105.2326,311.8,2.6,1.6,2023-09-30,1822,Aqua,MODIS,83,61.03,287.9,45.4,N,0
-3.0808,105.2072,304.5,2.6,1.6,2023-09-30,1822,Aqua,MODIS,50,61.03,288.2,26.4,N,0
-3.0844,105.2304,345,2.6,1.6,2023-09-30,1822,Aqua,MODIS,100,61.03,290.8,216.4,N,0
-3.0982,105.2283,300.9,2.6,1.6,2023-09-30,1822,Aqua,MODIS,13,61.03,287.7,16.6,N,0
-3.0749,105.2244,335.5,2.6,1.6,2023-09-30,1822,Aqua,MODIS,100,61.03,289.9,150.7,N,0
-3.0786,105.2476,315.1,2.6,1.6,2023-09-30,1822,Aqua,MODIS,91,61.03,287.7,54.9,N,0
-3.0887,105.2223,312,2.6,1.6,2023-09-30,1822,Aqua,MODIS,84,61.03,288.9,46.5,N,0
-3.0924,105.2455,300.8,2.6,1.6,2023-09-30,1822,Aqua,MODIS,34,61.03,287.6,16.4,N,0
-2.872,106.31,326.1,1.1,1.1,2023-10-01,0642,Aqua,MODIS,80,61.03,295.9,21.1,D,0
-3.114,105.6226,321.4,1.3,1.1,2023-10-01,0642,Aqua,MODIS,71,61.03,295.6,17.5,D,0
-3.0805,105.2385,301.9,4.3,1.9,2023-10-01,1422,Terra,MODIS,42,61.03,277.3,44,N,0
-3.0856,105.2004,303.1,4.4,1.9,2023-10-01,1422,Terra,MODIS,42,61.03,280.7,47.4,N,0
-3.0682,105.2203,315.8,1.3,1.1,2023-10-01,1904,Aqua,MODIS,92,61.03,285.4,19.7,N,0
-3.0699,105.2318,343.1,1.3,1.1,2023-10-01,1904,Aqua,MODIS,100,61.03,287.7,70.8,N,0
-3.0783,105.2189,322.8,1.3,1.1,2023-10-01,1904,Aqua,MODIS,100,61.03,286.2,28.6,N,0
-3.0799,105.2303,345,1.3,1.1,2023-10-01,1904,Aqua,MODIS,100,61.03,289.7,75.1,N,0
-3.09,105.2289,306.3,1.3,1.1,2023-10-01,1904,Aqua,MODIS,47,61.03,285.9,9.8,N,0
-2.8842,105.1878,315.9,1.4,1.2,2023-10-02,0244,Terra,MODIS,66,61.03,291.5,13.9,D,0
-3.0736,105.2221,332.2,1.4,1.2,2023-10-02,0244,Terra,MODIS,85,61.03,281.4,43.2,D,0
-3.0755,105.2341,324.2,1.4,1.2,2023-10-02,0244,Terra,MODIS,79,61.03,281.2,27.5,D,0
-3.0839,105.2206,328.7,1.4,1.2,2023-10-02,0244,Terra,MODIS,81,61.03,282.9,34.5,D,0
-3.0857,105.2326,318.2,1.4,1.2,2023-10-02,0244,Terra,MODIS,42,61.03,281.5,16.2,D,0
-2.9526,105.1187,314.7,2.5,1.5,2023-10-02,0723,Aqua,MODIS,51,61.03,293.6,23.8,D,0
-3.0862,105.3101,324.1,2.4,1.5,2023-10-03,0324,Terra,MODIS,62,61.03,271.9,68.6,D,0
-3.075,105.2256,311.5,2.4,1.5,2023-10-03,0324,Terra,MODIS,53,61.03,276.3,30.1,D,0
-3.0902,105.3152,315.3,2.4,1.5,2023-10-03,0324,Terra,MODIS,65,61.03,270.9,43.8,D,0
-3.0872,105.294,317.6,2.4,1.5,2023-10-03,0324,Terra,MODIS,76,61.03,273.8,49.9,D,0
-3.0783,105.2308,311.6,2.4,1.5,2023-10-03,0324,Terra,MODIS,69,61.03,276.3,32,D,0
-3.0933,105.3002,331.2,2.5,1.5,2023-10-03,0627,Aqua,MODIS,86,61.03,281,103.9,D,0
-3.0991,105.294,310.2,2.5,1.5,2023-10-03,0627,Aqua,MODIS,58,61.03,280.7,25.2,D,0
-3.0855,105.2921,329.6,2.5,1.5,2023-10-03,0627,Aqua,MODIS,85,61.03,280.7,95.4,D,0
-2.8896,105.6521,309.1,2.3,1.5,2023-10-03,0627,Aqua,MODIS,41,61.03,284.7,23.5,D,0
-2.9215,105.2572,307.8,2.5,1.5,2023-10-03,0627,Aqua,MODIS,29,61.03,279.3,16,D,0
-1.7259,106.0306,319.3,2.1,1.4,2023-10-03,0627,Aqua,MODIS,73,61.03,284.7,31.1,D,0
-1.7285,106.0123,312,2.1,1.4,2023-10-03,0627,Aqua,MODIS,53,61.03,284.5,14,D,0
-1.7365,106.0253,327.1,2.1,1.4,2023-10-03,0627,Aqua,MODIS,80,61.03,285.3,54.4,D,0
-3.0663,105.2308,308,1,1,2023-10-03,1849,Aqua,MODIS,68,61.03,290.4,7.3,N,0
-3.0769,105.3021,324.1,1,1,2023-10-03,1849,Aqua,MODIS,100,61.03,292.3,21.6,N,0
-3.0782,105.311,308.8,1,1,2023-10-03,1849,Aqua,MODIS,76,61.03,290.5,7.9,N,0
